"",".","n"
"5750","2diabetes",1
"5751","2distinct",1
"5752","2-fold",1
"5753","2-h",1
"5754","2-minute",1
"5755","2-o-sulfotransferase",1
"5756","2p25",1
"5757","2%)patients",1
"5758","2q23",1
"5759","2recommendations",1
"5760","2to",1
"5761","2treatment",1
"5762","2-yearpost-european",1
"5763",">3",1
"5764","-3",1
"5765","(≥3",1
"5766","+3",1
"5767","3%]",1
"5768","~30%",1
"5769","(>30%",1
"5770","∼30",1
"5771","30-",1
"5772","300",1
"5773","30-0",1
"5774","300cancer",1
"5775","301",1
"5776","(30/31)",1
"5777","3037-43",1
"5778","30-39",1
"5779","304",1
"5780","30-40%",1
"5781","305",1
"5782","307(28",1
"5783","3075",1
"5784","308",1
"5785","30801",1
"5786","30801)",1
"5787","30-daypostoperative",1
"5788","30-dayreadmissions",1
"5789","30pro-ctcae",1
"5790","30years",1
"5791","-31%",1
"5792","$31",1
"5793","3102",1
"5794","3104",1
"5795","3%-11%)",1
"5796","31-1",1
"5797","$3110",1
"5798","[3/121(2",1
"5799","3135-46",1
"5800","315",1
"5801","3%-17%)",1
"5802","317)",1
"5803","3%-18",1
"5804","=32)",1
"5805","-32",1
"5806","(32%)",1
"5807","$32",1
"5808","3-2",1
"5809","320",1
"5810","$320",1
"5811","320)",1
"5812","320-400",1
"5813","321",1
"5814","322",1
"5815","32%-68%)",1
"5816","327-36",1
"5817","(33%)",1
"5818","3+3",1
"5819","330",1
"5820","331",1
"5821","33-1",1
"5822","332)",1
"5823","333",1
"5824","(333%)",1
"5825","337",1
"5826","33%decrease",1
"5827","33%in",1
"5828","33lung",1
"5829","33-year-old",1
"5830","<34",1
"5831","(3/4)",1
"5832","340)",1
"5833","343",1
"5834","344",1
"5835","347",1
"5836","(34/71)",1
"5837","349",1
"5838","3-4cancer",1
"5839","34)comparing",1
"5840","(34%)patients",1
"5841","3-4toxicities",1
"5842","(35",1
"5843","(35%)",1
"5844","[35%]",1
"5845","35)",1
"5846","35%)",1
"5847","350",1
"5848","351",1
"5849","35-1",1
"5850","3519-27",1
"5851","35-2",1
"5852","353)",1
"5853","3%5-year",1
"5854","(36",1
"5855","(36%",1
"5856","36%",1
"5857","36-0",1
"5858","3632-43",1
"5859","365cases)",1
"5860","365publications",1
"5861","366",1
"5862","3663",1
"5863","3-67",1
"5864","3699",1
"5865","36months",1
"5866","-37",1
"5867","($37",1
"5868","(37%",1
"5869","(37%)",1
"5870","37)",1
"5871","370)",1
"5872","37-1",1
"5873","373",1
"5874","3748",1
"5875","378",1
"5876","379(17)",1
"5877","379(8)",1
"5878","(38",1
"5879","(38%",1
"5880","3%-84",1
"5881","384-well",1
"5882","385%",1
"5883","(387",1
"5884","3-88",1
"5885","389",1
"5886","38patients",1
"5887","390-6",1
"5888","391",1
"5889","39-1",1
"5890","39-2",1
"5891","394",1
"5892","3954-68",1
"5893","396",1
"5894","396)",1
"5895","396-409",1
"5896","3-98",1
"5897","39patients",1
"5898","3b",1
"5899","3cancer",1
"5900","3clinical",1
"5901",">3-day",1
"5902","3'-dihydroxy-3",1
"5903","3-dioxygenase",1
"5904","3fatigue",1
"5905","≥3hematologic",1
"5906","3hypertension",1
"5907","3j",1
"5908","3-month",1
"5909","3myelosuppression",1
"5910","3of",1
"5911","(3of",1
"5912","3or",1
"5913","(3)original",1
"5914","3p",1
"5915","(3p)",1
"5916","(3p30ca016086)",1
"5917","3-possesslow-lying",1
"5918","3representatives",1
"5919","3trial",1
"5920","3-way",1
"5921","3-yearfixed",1
"5922","~3years)",1
"5923","-4",1
"5924","(4%",1
"5925","4])",1
"5926","4+",1
"5927","(>40",1
"5928","(40%",1
"5929","(40%)",1
"5930","40%)",1
"5931","~400",1
"5932","40-1",1
"5933","40502",1
"5934","40601",1
"5935","4063",1
"5936","40-89",1
"5937","(409",1
"5938","≤40iu/l)",1
"5939","40th",1
"5940","40to",1
"5941","40yo",1
"5942","($41",1
"5943","(41%",1
"5944","(41%)",1
"5945","41)",1
"5946","41]",1
"5947","41%",1
"5948","4-10",1
"5949","41-0",1
"5950","4-12",1
"5951","416participants",1
"5952","(42%)",1
"5953","[42%])",1
"5954","4-2",1
"5955","421",1
"5956","4229-40",1
"5957","42⁻3",1
"5958","424",1
"5959","427",1
"5960","4/2schedule",1
"5961","(43",1
"5962","43%",1
"5963","43/151",1
"5964","43-55",1
"5965","438",1
"5966","43)and",1
"5967","43sscanning",1
"5968","-44%",1
"5969","(4/4)",1
"5970","(44%)",1
"5971","44-1",1
"5972","44×10-7)",1
"5973","(4415",1
"5974","442",1
"5975","44-2",1
"5976","4454",1
"5977","446)",1
"5978","446registered",1
"5979","447",1
"5980","449",1
"5981","44%reported",1
"5982","(45",1
"5983","(<45",1
"5984","(45%",1
"5985","451",1
"5986","453",1
"5987","456-3",1
"5988","≥46",1
"5989","(46",1
"5990","4/6",1
"5991","46)]",1
"5992","460",1
"5993","462",1
"5994","46-2",1
"5995","4628",1
"5996","=466)",1
"5997","468",1
"5998","4687",1
"5999","469",1
"6000","469patients",1
"6001","46were",1
"6002","(47%)",1
"6003","4-72",1
"6004","4734-44",1
"6005","474",1
"6006","478",1
"6007","479",1
"6008","479)",1
"6009","47%increase",1
"6010","47professionals",1
"6011","482)",1
"6012","48-21",1
"6013","48-27",1
"6014","482/life",1
"6015","483",1
"6016","4-84",1
"6017","4-85",1
"6018","486",1
"6019","$4887-$27",1
"6020","(49",1
"6021","(49%",1
"6022","(49%)",1
"6023","49)",1
"6024","49-2",1
"6025","494",1
"6026","4(95%ci=1",1
"6027","496",1
"6028","497",1
"6029","4974",1
"6030","498)",1
"6031","49-89",1
"6032","49907",1
"6033","49907prospective",1
"6034","4d",1
"6035","'4d",1
"6036","'4d'",1
"6037","4dct",1
"6038","4-dihydronaphthalen-1(2h)-one",1
"6039","4%increase",1
"6040","4-nitroquinoline",1
"6041","4'-o-dimethyl-8-demethoxy-3",1
"6042","4points",1
"6043","4s",1
"6044","4s*-7-ethyl-4",1
"6045","4t1",1
"6046","4t1-based",1
"6047","4%us-born",1
"6048","4-year",1
"6049","4years)",1
"6050","-5%",1
"6051","(5%)",1
"6052","[5",1
"6053","5-",1
"6054","≤50",1
"6055","≥50",1
"6056","≥50%",1
"6057",">50%",1
"6058",">500",1
"6059","500-g",1
"6060","500th",1
"6061","5013",1
"6062","504",1
"6063","505)",1
"6064","50-64",1
"6065","50-70",1
"6066","50-75",1
"6067","50-85)years",1
"6068","50octafluoropropane",1
"6069","≥50%of",1
"6070","(≥50%reduction",1
"6071","50th",1
"6072","<50years)",1
"6073","(51%",1
"6074","5-10",1
"6075","51-0",1
"6076","511)",1
"6077","51-3",1
"6078","515",1
"6079","5-16)",1
"6080","517",1
"6081","5/180",1
"6082","5%(19/52)",1
"6083","51%white)",1
"6084","<52%",1
"6085","-52%",1
"6086","(52%",1
"6087","(52%)",1
"6088","[52",1
"6089","(5-20",1
"6090","52-0",1
"6091","520)",1
"6092","52-1",1
"6093","52/151",1
"6094","52-2",1
"6095","5235",1
"6096","524",1
"6097","5-24",1
"6098","5243",1
"6099","525",1
"6100","527",1
"6101","(53",1
"6102","(53%)",1
"6103","5-3",1
"6104","53]",1
"6105","53%)",1
"6106","530)",1
"6107","53-1",1
"6108","532",1
"6109","534",1
"6110","5398-407",1
"6111","(53%)and",1
"6112","53bp1-/-",1
"6113","5-(3-oxobutyl)-4-methoxy-6-methyl-2h-pyran-2-one",1
"6114","-54%",1
"6115","($54",1
"6116","54)",1
"6117","540",1
"6118","5420",1
"6119","546",1
"6120","547)",1
"6121","54years",1
"6122","(55%)",1
"6123","[55%])",1
"6124","55)",1
"6125","55)]",1
"6126","55%)",1
"6127","550",1
"6128","551",1
"6129","(55/132)",1
"6130","55-2",1
"6131","556",1
"6132","$556",1
"6133","55-64",1
"6134","558",1
"6135","56-0",1
"6136","56-1",1
"6137","56/151",1
"6138","56(157",1
"6139","564",1
"6140","566",1
"6141","569",1
"6142","(57%)",1
"6143","57-0",1
"6144","571",1
"6145","57-1",1
"6146","571)",1
"6147","578-0",1
"6148","(58%",1
"6149","(58%)",1
"6150","58-0",1
"6151","58×10-7",1
"6152","58-12",1
"6153","587",1
"6154","58%employed",1
"6155","58(p=",1
"6156","(59",1
"6157","59)",1
"6158","59%",1
"6159","59-0",1
"6160","59/151",1
"6161","592",1
"6162","5980",1
"6163","59months",1
"6164","5and",1
"6165","5%)anotia/microtia",1
"6166","5ari",1
"6167","5aris",1
"6168","(5aris)",1
"6169","5ariusers",1
"6170","5-butyl-6-(hydroxymethyl)-4-methoxy-2h-pyran-2-one",1
"6171","(5-fluorouracil",1
"6172","5%male)",1
"6173","5-minute",1
"6174","5ml",1
"6175","5p15",1
"6176","5q32",1
"6177","(5t32gm007092-42)",1
"6178","5vs",1
"6179","5years",1
"6180","5α-reductase",1
"6181","~6",1
"6182","≤6",1
"6183","-6",1
"6184","(>6",1
"6185","$6",1
"6186","6])",1
"6187","≥60",1
"6188","(60%)",1
"6189","60%)",1
"6190","601",1
"6191","60⁻1",1
"6192","60-2",1
"6193","606)",1
"6194","60min",1
"6195","(61%",1
"6196","61)",1
"6197","61)]",1
"6198","6(10)",1
"6199","611)",1
"6200","6-12",1
"6201","614-0",1
"6202","615",1
"6203","$-616",1
"6204","6/16",1
"6205","61-6",1
"6206","(61/73)-41",1
"6207","(619/1",1
"6208","(61%)had",1
"6209","(62",1
"6210","(62%)",1
"6211","62%",1
"6212","6-20",1
"6213","621-8",1
"6214","623]",1
"6215","(625",1
"6216","628",1
"6217","(63",1
"6218","(63%)",1
"6219","63%",1
"6220","63-0",1
"6221","63-1",1
"6222","63-2",1
"6223","633",1
"6224","63-4",1
"6225","636",1
"6226","63·6",1
"6227","(-637",1
"6228","63patients",1
"6229","(64%",1
"6230","64)",1
"6231","640-0",1
"6232","644)",1
"6233","648",1
"6234","<65",1
"6235","(65",1
"6236","(65%)",1
"6237","65)",1
"6238","65]",1
"6239","65-85)",1
"6240","659",1
"6241","65-91)",1
"6242","(≥65)versus",1
"6243","65-year-oldman",1
"6244","(66",1
"6245","66%",1
"6246","662",1
"6247","668)",1
"6248","669",1
"6249","6690",1
"6250","66years",1
"6251","672)",1
"6252","67-28",1
"6253","677)",1
"6254","67%reported",1
"6255","6·8",1
"6256","68%",1
"6257","68-1",1
"6258","684",1
"6259","684)",1
"6260","(68/482)",1
"6261","686",1
"6262","688)",1
"6263","[69%])",1
"6264","6(9)",1
"6265","69)",1
"6266","69%",1
"6267","692",1
"6268","69-3",1
"6269","(6a-h",1
"6270","6and",1
"6271","6d",1
"6272","6-dimethoxy-3",1
"6273","6-ethyl-2",1
"6274","6-foldfor",1
"6275","6h",1
"6276","6-hydroxy-8-demethoxy-4'-o-methyl-3",1
"6277","6-kb",1
"6278","6-kbregion",1
"6279","6mo",1
"6280","6-monthpost-treatment",1
"6281","6-o-sulfategroups",1
"6282","6p",1
"6283","≥7",1
"6284","≥7)",1
"6285","≥7]",1
"6286","(<7",1
"6287","($7",1
"6288","7-",1
"6289","7]",1
"6290","<70",1
"6291",">70",1
"6292",">70%)",1
"6293","700",1
"6294",">700",1
"6295","(700%)",1
"6296","70×10-7",1
"6297","70-211",1
"6298","70%-80%",1
"6299","70years",1
"6300","71%",1
"6301","7/10",1
"6302","71-0",1
"6303","7/11)and",1
"6304","712-714",1
"6305","7%-13",1
"6306","71·6%",1
"6307","(717",1
"6308","7-17]",1
"6309","718)",1
"6310","(72%)",1
"6311","72)",1
"6312","72%",1
"6313","(720",1
"6314","72-3",1
"6315","72·3%",1
"6316","72-30",1
"6317","72-year-old",1
"6318","(73",1
"6319","(73%)",1
"6320","73%",1
"6321","730",1
"6322","731",1
"6323","73-1",1
"6324","733-734",1
"6325","736",1
"6326","73-year-old",1
"6327","74%)",1
"6328","74-1",1
"6329","746)",1
"6330","7466",1
"6331","(74-78%)",1
"6332","748",1
"6333",">75%",1
"6334","7-5",1
"6335","75)",1
"6336","750",1
"6337","750-g",1
"6338","75/151",1
"6339","7-54",1
"6340","755-61",1
"6341","757)",1
"6342","758",1
"6343","75th",1
"6344","7608ch-associated",1
"6345","761",1
"6346","762-7",1
"6347","764)",1
"6348","766",1
"6349","767)",1
"6350","7697",1
"6351","(77",1
"6352","(77%",1
"6353","770pediatric",1
"6354","771",1
"6355","77-1",1
"6356","776",1
"6357","78)]",1
"6358","780",1
"6359","78-1",1
"6360","78(12)",1
"6361","78(14)",1
"6362","78(15)",1
"6363","78(18)",1
"6364","78·2)",1
"6365","783-9",1
"6366","785-864)",1
"6367","78·8)",1
"6368","789-790",1
"6369","78for",1
"6370","78stays",1
"6371","78-year-old",1
"6372","(79%)",1
"6373","79%",1
"6374","79%)",1
"6375","790",1
"6376","79-2",1
"6377","796",1
"6378","796)",1
"6379","798",1
"6380","799",1
"6381","79%and",1
"6382","7a",1
"6383","7a-h)",1
"6384","7d",1
"6385","7dexhibited",1
"6386","7-dimethoxyjuglone",1
"6387","7institutions",1
"6388","7-month",1
"6389","7%)of",1
"6390","7-o-methyl-8-demethoxy-3'-hydroxy-3",1
"6391","7th",1
"6392","7were",1
"6393","7)whereas",1
"6394","-8",1
"6395","(8)",1
"6396","∼8%",1
"6397","8%)]",1
"6398","-80%",1
"6399","(80%)",1
"6400","80%",1
"6401","800",1
"6402","80-2",1
"6403","80303",1
"6404","804",1
"6405","808)",1
"6406","808women",1
"6407","80(95%",1
"6408","80%-or",1
"6409",">80%were",1
"6410","(81",1
"6411","(81%",1
"6412","81]",1
"6413","8-10",1
"6414","81-2",1
"6415","(813",1
"6416","81-3",1
"6417","8150",1
"6418","8/16",1
"6419","(817%",1
"6420","8%-19%)",1
"6421","(82",1
"6422","(82%",1
"6423","82×10-7)",1
"6424","82/151",1
"6425","82-2",1
"6426","824",1
"6427","(825€",1
"6428","∼827",1
"6429","(83%)",1
"6430","8-3",1
"6431","83-1",1
"6432","83×10-7",1
"6433","835",1
"6434","8350",1
"6435","(84%",1
"6436","(84%)",1
"6437","8(4)",1
"6438","84)]",1
"6439","84]",1
"6440","844",1
"6441","84-fold",1
"6442","(85%)",1
"6443","85]",1
"6444","85-17",1
"6445","85-3",1
"6446","856",1
"6447","8591",1
"6448","8591)",1
"6449","(86%",1
"6450","86)",1
"6451","86%",1
"6452","86-0",1
"6453","862",1
"6454","863-0",1
"6455","(87",1
"6456","87)",1
"6457","87%",1
"6458","872",1
"6459","878",1
"6460","87-9",1
"6461","87)research",1
"6462","(88%)",1
"6463","88)",1
"6464","88-0",1
"6465","882",1
"6466","884",1
"6467","88(4)",1
"6468","884)",1
"6469","8-86",1
"6470","[89%])",1
"6471","8(9)",1
"6472","89)",1
"6473","89]",1
"6474","89])",1
"6475","8-91",1
"6476","89-2",1
"6477","894)",1
"6478","899)",1
"6479","89patients",1
"6480","8-dihydroxy-3",1
"6481","8-dione",1
"6482","8)had",1
"6483","8-hydroxytubulosine",1
"6484","8%)[p",1
"6485","8th",1
"6486","8years",1
"6487","(-9",1
"6488","(9)",1
"6489","9]",1
"6490",">90%",1
"6491","90-0",1
"6492","90-167",1
"6493","90day",1
"6494","90dayshad",1
"6495","90th",1
"6496","(91",1
"6497","(91%)",1
"6498","91-122",1
"6499","91-19)",1
"6500","912",1
"6501","91-2",1
"6502","9-125",1
"6503","9-13",1
"6504","914",1
"6505","917",1
"6506","9/19",1
"6507","(92",1
"6508","9-2",1
"6509","92)",1
"6510","92-0",1
"6511","92-1",1
"6512","921)",1
"6513","922)",1
"6514","9258)",1
"6515","926",1
"6516","92-6",1
"6517","(93",1
"6518","(93%)",1
"6519","9-3",1
"6520","93%",1
"6521","931",1
"6522","93-1",1
"6523","(93/481)",1
"6524","93)were",1
"6525","(94%",1
"6526","9-4",1
"6527","94·0",1
"6528","942",1
"6529","943)",1
"6530","<95%",1
"6531","(95",1
"6532","9(5",1
"6533","95])",1
"6534","95-1",1
"6535","954",1
"6536","955",1
"6537","$957",1
"6538","958",1
"6539","(95%ci)",1
"6540","[95%ci]",1
"6541","95%-ci",1
"6542","(95%ci=0",1
"6543","95%ci0",1
"6544","(95%confidence",1
"6545","95th",1
"6546","-9·6%",1
"6547","(96%",1
"6548","96%",1
"6549","970",1
"6550","970-8",1
"6551","972€",1
"6552","972-974",1
"6553","973",1
"6554","97·5%",1
"6555","975€",1
"6556","(98",1
"6557","98%",1
"6558","981",1
"6559","(99%)",1
"6560","99))",1
"6561","99]",1
"6562","99-1",1
"6563","993",1
"6564","9%-94",1
"6565","9(95%",1
"6566",">999",1
"6567","9)and",1
"6568","9database",1
"6569","9-dihydropunctatin",1
"6570","9%felt",1
"6571","9months",1
"6572","9patients",1
"6573","a151s",1
"6574","a~40%",1
"6575","a431",1
"6576","a72%",1
"6577","aas)",1
"6578","ab",1
"6579","ab)",1
"6580","abc",1
"6581","(abc",1
"6582","abcb1)",1
"6583","abcc1)",1
"6584","(abc-do)",1
"6585","abcg2)",1
"6586","abctransporters",1
"6587","abdomen",1
"6588","abdominalhysterectomy",1
"6589","abdominalor",1
"6590","aberrantly",1
"6591","aberranttryptophan",1
"6592","abifunctional",1
"6593","abilitiesof",1
"6594","ablationand",1
"6595","ablationregistry",1
"6596","ablative",1
"6597","ablocking",1
"6598","abnormalcytology",1
"6599","abnormalinitial",1
"6600","abnormality",1
"6601","abo",1
"6602","abolished",1
"6603","abound",1
"6604","aboutgeneral",1
"6605","aboutinitiating",1
"6606","abouttheir",1
"6607","aboveestablished",1
"6608","abrogate",1
"6609","abrogated",1
"6610","abs",1
"6611","(abs)",1
"6612","absoluteconfiguration",1
"6613","absoluteincrease",1
"6614","absorptiometry",1
"6615","absorptivitieswere",1
"6616","abstain",1
"6617","abstraction",1
"6618","abstracts",1
"6619","abswere",1
"6620","abundantlypresent",1
"6621","academicaffiliation",1
"6622","academically",1
"6623","academiccenters",1
"6624","academics",1
"6625","accelerate",1
"6626","accelerated",1
"6627","accelerates",1
"6628","accelerometer",1
"6629","acceptability",1
"6630","acceptably",1
"6631","acceptance",1
"6632","accessibility",1
"6633","accessing",1
"6634","accessioned",1
"6635","accessrecommended",1
"6636","accomplished",1
"6637","accordingto",1
"6638","accountall",1
"6639","accreditation",1
"6640","accredited",1
"6641","acculturation",1
"6642","accumulate",1
"6643","-accumulated",1
"6644","accumulates",1
"6645","accumulationcapability",1
"6646","accuracy)",1
"6647","accurateindividualized",1
"6648","accuratepredictive",1
"6649","accuratepreoperative",1
"6650","(accuray",1
"6651","(acei)",1
"6652","acetate",1
"6653","acetylated",1
"6654","acetylation",1
"6655","achalasia",1
"6656","achallenge",1
"6657","achievedimportant",1
"6658","achieveparity",1
"6659","achievesuperior",1
"6660","achievingvarious",1
"6661","acid)-poly(ethylene",1
"6662","(acmg)",1
"6663","acmg/amp",1
"6664","acmg/ampsequence",1
"6665","acneiform",1
"6666","acommercially",1
"6667","acomplex",1
"6668","acomprehensive",1
"6669","acomputational",1
"6670","aconcentration",1
"6671","aconsistent",1
"6672","acosog",1
"6673","(acosog",1
"6674","(acosog)",1
"6675","acritical",1
"6676","acrosshispanic/latino",1
"6677","acrossrbc",1
"6678","across-sectional",1
"6679","acrossstudies",1
"6680","act)",1
"6681","actin",1
"6682","activateampk",1
"6683","activatecostimulatory",1
"6684","activatedto",1
"6685","activatedupon",1
"6686","activateexpression",1
"6687","activationefficiency",1
"6688","activator",1
"6689","activatorforskolin",1
"6690","activein",1
"6691","activeleaders",1
"6692","activetreatment",1
"6693","activityassays",1
"6694","activityin",1
"6695","activitylevels",1
"6696","activity/support",1
"6697","activitythrough",1
"6698","activitywas",1
"6699","acutekidney",1
"6700","acyclic",1
"6701","ad",1
"6702","ada",1
"6703","adaptable",1
"6704","adapted",1
"6705","adapting",1
"6706","adaptiveimmune",1
"6707","(adcs)",1
"6708","(adc)-that",1
"6709","addiction",1
"6710","(addictionbarriers",1
"6711","additionalcancer",1
"6712","additionalexcited",1
"6713","additionallocal",1
"6714","additionalprognostic",1
"6715","additionalstudy-specific",1
"6716","additionaltesting",1
"6717","additive",1
"6718","addresses",1
"6719","addressingthe",1
"6720","addresssymptoms",1
"6721","addresstraditionally",1
"6722","[addrr]",1
"6723","adefined",1
"6724","adeleterious",1
"6725","adenocarcinoma(pdac)",1
"6726","adenomatous",1
"6727","adenosinesignaling",1
"6728","adequacy",1
"6729","adequatefollow-up",1
"6730","adequatelymphadenectomy",1
"6731","adhere",1
"6732","adherence)",1
"6733","adherencefollowing",1
"6734","adherenceis",1
"6735","adherencepatterns",1
"6736","adherenceto",1
"6737","adiagnosis",1
"6738","adifferent",1
"6739","adipokine",1
"6740","adiposetissue",1
"6741","adistinct",1
"6742","adiverse",1
"6743","adjacent",1
"6744","adjunct",1
"6745","adjunctiveorbital",1
"6746","([adjusted",1
"6747","adjustedanalyses",1
"6748","adjustedcox",1
"6749","(adjusteddifference-in-differences",1
"6750","(adjustedhr",1
"6751","adjustedlogistic",1
"6752","adjustingfor",1
"6753","adjustments",1
"6754","adjuvantchemotherapy",1
"6755","adjuvanttherapy",1
"6756","adjuvanttreatment",1
"6757","administer",1
"6758","administering",1
"6759","administers",1
"6760","administrating",1
"6761","administrative/clinical",1
"6762","admix",1
"6763","admixture",1
"6764","adolescenceand",1
"6765","adolescent/parent/hcp",1
"6766","adolescents'",1
"6767","adolescents/parents",1
